date_key,date_day,year,month,day,quarter,day_of_week,year_month,month_name
20160629,2016-06-29,2016,6,29,2,3,2016-06,June
20150613,2015-06-13,2015,6,13,2,6,2015-06,June
20150404,2015-04-04,2015,4,4,2,6,2015-04,April
20160417,2016-04-17,2016,4,17,2,0,2016-04,April
20150119,2015-01-19,2015,1,19,1,1,2015-01,January
20160711,2016-07-11,2016,7,11,3,1,2016-07,July
20160926,2016-09-26,2016,9,26,3,1,2016-09,September
20150704,2015-07-04,2015,7,4,3,6,2015-07,July
20170715,2017-07-15,2017,7,15,3,6,2017-07,July
20151022,2015-10-22,2015,10,22,4,4,2015-10,October
20170515,2017-05-15,2017,5,15,2,1,2017-05,May
20170113,2017-01-13,2017,1,13,1,5,2017-01,January
20170319,2017-03-19,2017,3,19,1,0,2017-03,March
20150106,2015-01-06,2015,1,6,1,2,2015-01,January
20170504,2017-05-04,2017,5,4,2,4,2017-05,May
20150424,2015-04-24,2015,4,24,2,5,2015-04,April
20150118,2015-01-18,2015,1,18,1,0,2015-01,January
20150123,2015-01-23,2015,1,23,1,5,2015-01,January
20171207,2017-12-07,2017,12,7,4,4,2017-12,December
20180204,2018-02-04,2018,2,4,1,0,2018-02,February
20160330,2016-03-30,2016,3,30,1,3,2016-03,March
20160522,2016-05-22,2016,5,22,2,0,2016-05,May
20171016,2017-10-16,2017,10,16,4,1,2017-10,October
20170107,2017-01-07,2017,1,7,1,6,2017-01,January
20161211,2016-12-11,2016,12,11,4,0,2016-12,December
20171227,2017-12-27,2017,12,27,4,3,2017-12,December
20160314,2016-03-14,2016,3,14,1,1,2016-03,March
20161002,2016-10-02,2016,10,2,4,0,2016-10,October
20160901,2016-09-01,2016,9,1,3,4,2016-09,September
20150307,2015-03-07,2015,3,7,1,6,2015-03,March
20170607,2017-06-07,2017,6,7,2,3,2017-06,June
20150805,2015-08-05,2015,8,5,3,3,2015-08,August
20151008,2015-10-08,2015,10,8,4,4,2015-10,October
20150918,2015-09-18,2015,9,18,3,5,2015-09,September
20150811,2015-08-11,2015,8,11,3,2,2015-08,August
20170922,2017-09-22,2017,9,22,3,5,2017-09,September
20150714,2015-07-14,2015,7,14,3,2,2015-07,July
20150117,2015-01-17,2015,1,17,1,6,2015-01,January
20160325,2016-03-25,2016,3,25,1,5,2016-03,March
20161008,2016-10-08,2016,10,8,4,6,2016-10,October
20170706,2017-07-06,2017,7,6,3,4,2017-07,July
20171123,2017-11-23,2017,11,23,4,4,2017-11,November
20151108,2015-11-08,2015,11,8,4,0,2015-11,November
20151121,2015-11-21,2015,11,21,4,6,2015-11,November
20170730,2017-07-30,2017,7,30,3,0,2017-07,July
20170716,2017-07-16,2017,7,16,3,0,2017-07,July
20151028,2015-10-28,2015,10,28,4,3,2015-10,October
20150906,2015-09-06,2015,9,6,3,0,2015-09,September
20151015,2015-10-15,2015,10,15,4,4,2015-10,October
20171005,2017-10-05,2017,10,5,4,4,2017-10,October
20150921,2015-09-21,2015,9,21,3,1,2015-09,September
20170728,2017-07-28,2017,7,28,3,5,2017-07,July
20151207,2015-12-07,2015,12,7,4,1,2015-12,December
20160724,2016-07-24,2016,7,24,3,0,2016-07,July
20161113,2016-11-13,2016,11,13,4,0,2016-11,November
20160419,2016-04-19,2016,4,19,2,2,2016-04,April
20160409,2016-04-09,2016,4,9,2,6,2016-04,April
20150910,2015-09-10,2015,9,10,3,4,2015-09,September
20160103,2016-01-03,2016,1,3,1,0,2016-01,January
20171114,2017-11-14,2017,11,14,4,2,2017-11,November
20160519,2016-05-19,2016,5,19,2,4,2016-05,May
20160815,2016-08-15,2016,8,15,3,1,2016-08,August
20160523,2016-05-23,2016,5,23,2,1,2016-05,May
20160729,2016-07-29,2016,7,29,3,5,2016-07,July
20160530,2016-05-30,2016,5,30,2,1,2016-05,May
20170210,2017-02-10,2017,2,10,1,5,2017-02,February
20160802,2016-08-02,2016,8,2,3,2,2016-08,August
20160513,2016-05-13,2016,5,13,2,5,2016-05,May
20160412,2016-04-12,2016,4,12,2,2,2016-04,April
20150210,2015-02-10,2015,2,10,1,2,2015-02,February
20170517,2017-05-17,2017,5,17,2,3,2017-05,May
20170526,2017-05-26,2017,5,26,2,5,2017-05,May
20170121,2017-01-21,2017,1,21,1,6,2017-01,January
20170322,2017-03-22,2017,3,22,1,3,2017-03,March
20180103,2018-01-03,2018,1,3,1,3,2018-01,January
20180104,2018-01-04,2018,1,4,1,4,2018-01,January
20150422,2015-04-22,2015,4,22,2,3,2015-04,April
20160219,2016-02-19,2016,2,19,1,5,2016-02,February
20160428,2016-04-28,2016,4,28,2,4,2016-04,April
20171209,2017-12-09,2017,12,9,4,6,2017-12,December
20180108,2018-01-08,2018,1,8,1,1,2018-01,January
20150120,2015-01-20,2015,1,20,1,2,2015-01,January
20151012,2015-10-12,2015,10,12,4,1,2015-10,October
20170930,2017-09-30,2017,9,30,3,6,2017-09,September
20170411,2017-04-11,2017,4,11,2,2,2017-04,April
20150330,2015-03-30,2015,3,30,1,1,2015-03,March
20160516,2016-05-16,2016,5,16,2,1,2016-05,May
20160406,2016-04-06,2016,4,6,2,3,2016-04,April
20160927,2016-09-27,2016,9,27,3,2,2016-09,September
20171031,2017-10-31,2017,10,31,4,2,2017-10,October
20150928,2015-09-28,2015,9,28,3,1,2015-09,September
20160221,2016-02-21,2016,2,21,1,0,2016-02,February
20161020,2016-10-20,2016,10,20,4,4,2016-10,October
20150520,2015-05-20,2015,5,20,2,3,2015-05,May
20170128,2017-01-28,2017,1,28,1,6,2017-01,January
20160922,2016-09-22,2016,9,22,3,4,2016-09,September
20160923,2016-09-23,2016,9,23,3,5,2016-09,September
20170722,2017-07-22,2017,7,22,3,6,2017-07,July
20160814,2016-08-14,2016,8,14,3,0,2016-08,August
20160316,2016-03-16,2016,3,16,1,3,2016-03,March
20170219,2017-02-19,2017,2,19,1,0,2017-02,February
20150916,2015-09-16,2015,9,16,3,3,2015-09,September
20150829,2015-08-29,2015,8,29,3,6,2015-08,August
20150905,2015-09-05,2015,9,5,3,6,2015-09,September
20150610,2015-06-10,2015,6,10,2,3,2015-06,June
20150924,2015-09-24,2015,9,24,3,4,2015-09,September
20170801,2017-08-01,2017,8,1,3,2,2017-08,August
20150804,2015-08-04,2015,8,4,3,2,2015-08,August
20170703,2017-07-03,2017,7,3,3,1,2017-07,July
20160828,2016-08-28,2016,8,28,3,0,2016-08,August
20171019,2017-10-19,2017,10,19,4,4,2017-10,October
20150528,2015-05-28,2015,5,28,2,4,2015-05,May
20150510,2015-05-10,2015,5,10,2,0,2015-05,May
20151205,2015-12-05,2015,12,5,4,6,2015-12,December
20160203,2016-02-03,2016,2,3,1,3,2016-02,February
20151106,2015-11-06,2015,11,6,4,5,2015-11,November
20161017,2016-10-17,2016,10,17,4,1,2016-10,October
20161219,2016-12-19,2016,12,19,4,1,2016-12,December
20170904,2017-09-04,2017,9,4,3,1,2017-09,September
20151228,2015-12-28,2015,12,28,4,1,2015-12,December
20151024,2015-10-24,2015,10,24,4,6,2015-10,October
20151230,2015-12-30,2015,12,30,4,3,2015-12,December
20160816,2016-08-16,2016,8,16,3,2,2016-08,August
20170629,2017-06-29,2017,6,29,2,4,2017-06,June
20150728,2015-07-28,2015,7,28,3,2,2015-07,July
20170626,2017-06-26,2017,6,26,2,1,2017-06,June
20170920,2017-09-20,2017,9,20,3,3,2017-09,September
20170622,2017-06-22,2017,6,22,2,4,2017-06,June
20160319,2016-03-19,2016,3,19,1,6,2016-03,March
20160226,2016-02-26,2016,2,26,1,5,2016-02,February
20151120,2015-11-20,2015,11,20,4,5,2015-11,November
20160731,2016-07-31,2016,7,31,3,0,2016-07,July
20160707,2016-07-07,2016,7,7,3,4,2016-07,July
20160527,2016-05-27,2016,5,27,2,5,2016-05,May
20150605,2015-06-05,2015,6,5,2,5,2015-06,June
20171223,2017-12-23,2017,12,23,4,6,2017-12,December
20160507,2016-05-07,2016,5,7,2,6,2016-05,May
20160609,2016-06-09,2016,6,9,2,4,2016-06,June
20170926,2017-09-26,2017,9,26,3,2,2017-09,September
20170130,2017-01-30,2017,1,30,1,1,2017-01,January
20161213,2016-12-13,2016,12,13,4,2,2016-12,December
20150902,2015-09-02,2015,9,2,3,3,2015-09,September
20170211,2017-02-11,2017,2,11,1,6,2017-02,February
20150502,2015-05-02,2015,5,2,2,6,2015-05,May
20171120,2017-11-20,2017,11,20,4,1,2017-11,November
20151206,2015-12-06,2015,12,6,4,0,2015-12,December
20170617,2017-06-17,2017,6,17,2,6,2017-06,June
20170422,2017-04-22,2017,4,22,2,6,2017-04,April
20171126,2017-11-26,2017,11,26,4,0,2017-11,November
20150107,2015-01-07,2015,1,7,1,3,2015-01,January
20150208,2015-02-08,2015,2,8,1,0,2015-02,February
20150429,2015-04-29,2015,4,29,2,3,2015-04,April
20150509,2015-05-09,2015,5,9,2,6,2015-05,May
20170126,2017-01-26,2017,1,26,1,4,2017-01,January
20170524,2017-05-24,2017,5,24,2,3,2017-05,May
20170418,2017-04-18,2017,4,18,2,2,2017-04,April
20150104,2015-01-04,2015,1,4,1,0,2015-01,January
20150413,2015-04-13,2015,4,13,2,1,2015-04,April
20170206,2017-02-06,2017,2,6,1,1,2017-02,February
20160918,2016-09-18,2016,9,18,3,0,2016-09,September
20151214,2015-12-14,2015,12,14,4,1,2015-12,December
20150314,2015-03-14,2015,3,14,1,6,2015-03,March
20161118,2016-11-18,2016,11,18,4,5,2016-11,November
20170605,2017-06-05,2017,6,5,2,1,2017-06,June
20160912,2016-09-12,2016,9,12,3,1,2016-09,September
20160907,2016-09-07,2016,9,7,3,3,2016-09,September
20170413,2017-04-13,2017,4,13,2,4,2017-04,April
20150218,2015-02-18,2015,2,18,1,3,2015-02,February
20161212,2016-12-12,2016,12,12,4,1,2016-12,December
20150428,2015-04-28,2015,4,28,2,2,2015-04,April
20161111,2016-11-11,2016,11,11,4,5,2016-11,November
20170207,2017-02-07,2017,2,7,1,2,2017-02,February
20161103,2016-11-03,2016,11,3,4,4,2016-11,November
20171103,2017-11-03,2017,11,3,4,5,2017-11,November
20171101,2017-11-01,2017,11,1,4,3,2017-11,November
20151023,2015-10-23,2015,10,23,4,5,2015-10,October
20160717,2016-07-17,2016,7,17,3,0,2016-07,July
20161119,2016-11-19,2016,11,19,4,6,2016-11,November
20160326,2016-03-26,2016,3,26,1,6,2016-03,March
20160127,2016-01-27,2016,1,27,1,3,2016-01,January
20150504,2015-05-04,2015,5,4,2,1,2015-05,May
20150522,2015-05-22,2015,5,22,2,5,2015-05,May
20151219,2015-12-19,2015,12,19,4,6,2015-12,December
20171107,2017-11-07,2017,11,7,4,2,2017-11,November
20171105,2017-11-05,2017,11,5,4,0,2017-11,November
20151014,2015-10-14,2015,10,14,4,3,2015-10,October
20170316,2017-03-16,2017,3,16,1,4,2017-03,March
20160309,2016-03-09,2016,3,9,1,3,2016-03,March
20160914,2016-09-14,2016,9,14,3,3,2016-09,September
20151013,2015-10-13,2015,10,13,4,2,2015-10,October
20170909,2017-09-09,2017,9,9,3,6,2017-09,September
20150923,2015-09-23,2015,9,23,3,3,2015-09,September
20160204,2016-02-04,2016,2,4,1,4,2016-02,February
20171222,2017-12-22,2017,12,22,4,5,2017-12,December
20151225,2015-12-25,2015,12,25,4,5,2015-12,December
20151221,2015-12-21,2015,12,21,4,1,2015-12,December
20151209,2015-12-09,2015,12,9,4,3,2015-12,December
20170627,2017-06-27,2017,6,27,2,2,2017-06,June
20150114,2015-01-14,2015,1,14,1,3,2015-01,January
20151113,2015-11-13,2015,11,13,4,5,2015-11,November
20151127,2015-11-27,2015,11,27,4,5,2015-11,November
20150701,2015-07-01,2015,7,1,3,3,2015-07,July
20161223,2016-12-23,2016,12,23,4,5,2016-12,December
20151007,2015-10-07,2015,10,7,4,3,2015-10,October
20150815,2015-08-15,2015,8,15,3,6,2015-08,August
20161123,2016-11-23,2016,11,23,4,3,2016-11,November
20160121,2016-01-21,2016,1,21,1,4,2016-01,January
20160411,2016-04-11,2016,4,11,2,1,2016-04,April
20161226,2016-12-26,2016,12,26,4,1,2016-12,December
20171230,2017-12-30,2017,12,30,4,6,2017-12,December
20171218,2017-12-18,2017,12,18,4,1,2017-12,December
20160105,2016-01-05,2016,1,5,1,2,2016-01,January
20171117,2017-11-17,2017,11,17,4,5,2017-11,November
20160716,2016-07-16,2016,7,16,3,6,2016-07,July
20150630,2015-06-30,2015,6,30,2,2,2015-06,June
20160801,2016-08-01,2016,8,1,3,1,2016-08,August
20160715,2016-07-15,2016,7,15,3,5,2016-07,July
20160117,2016-01-17,2016,1,17,1,0,2016-01,January
20151105,2015-11-05,2015,11,5,4,4,2015-11,November
20161128,2016-11-28,2016,11,28,4,1,2016-11,November
20170429,2017-04-29,2017,4,29,2,6,2017-04,April
20170408,2017-04-08,2017,4,8,2,6,2017-04,April
20170424,2017-04-24,2017,4,24,2,1,2017-04,April
20150418,2015-04-18,2015,4,18,2,6,2015-04,April
20170509,2017-05-09,2017,5,9,2,2,2017-05,May
20170217,2017-02-17,2017,2,17,1,5,2017-02,February
20151025,2015-10-25,2015,10,25,4,0,2015-10,October
20160908,2016-09-08,2016,9,8,3,4,2016-09,September
20150414,2015-04-14,2015,4,14,2,2,2015-04,April
20150320,2015-03-20,2015,3,20,1,5,2015-03,March
20160425,2016-04-25,2016,4,25,2,1,2016-04,April
20170709,2017-07-09,2017,7,9,3,0,2017-07,July
20161215,2016-12-15,2016,12,15,4,4,2016-12,December
20170608,2017-06-08,2017,6,8,2,4,2017-06,June
20170727,2017-07-27,2017,7,27,3,4,2017-07,July
20150327,2015-03-27,2015,3,27,1,5,2015-03,March
20170816,2017-08-16,2017,8,16,3,3,2017-08,August
20150403,2015-04-03,2015,4,3,2,5,2015-04,April
20170609,2017-06-09,2017,6,9,2,5,2017-06,June
20150319,2015-03-19,2015,3,19,1,4,2015-03,March
20180115,2018-01-15,2018,1,15,1,1,2018-01,January
20150426,2015-04-26,2015,4,26,2,0,2015-04,April
20170125,2017-01-25,2017,1,25,1,3,2017-01,January
20170522,2017-05-22,2017,5,22,2,1,2017-05,May
20160825,2016-08-25,2016,8,25,3,4,2016-08,August
20171014,2017-10-14,2017,10,14,4,6,2017-10,October
20160909,2016-09-09,2016,9,9,3,5,2016-09,September
20160826,2016-08-26,2016,8,26,3,5,2016-08,August
20160902,2016-09-02,2016,9,2,3,5,2016-09,September
20161122,2016-11-22,2016,11,22,4,2,2016-11,November
20160328,2016-03-28,2016,3,28,1,1,2016-03,March
20161209,2016-12-09,2016,12,9,4,5,2016-12,December
20170902,2017-09-02,2017,9,2,3,6,2017-09,September
20150516,2015-05-16,2015,5,16,2,6,2015-05,May
20151011,2015-10-11,2015,10,11,4,0,2015-10,October
20170810,2017-08-10,2017,8,10,3,4,2017-08,August
20150713,2015-07-13,2015,7,13,3,1,2015-07,July
20161009,2016-10-09,2016,10,9,4,0,2016-10,October
20151021,2015-10-21,2015,10,21,4,3,2015-10,October
20150801,2015-08-01,2015,8,1,3,6,2015-08,August
20150629,2015-06-29,2015,6,29,2,1,2015-06,June
20170323,2017-03-23,2017,3,23,1,4,2017-03,March
20161130,2016-11-30,2016,11,30,4,3,2016-11,November
20171219,2017-12-19,2017,12,19,4,2,2017-12,December
20170911,2017-09-11,2017,9,11,3,1,2017-09,September
20150913,2015-09-13,2015,9,13,3,0,2015-09,September
20150321,2015-03-21,2015,3,21,1,6,2015-03,March
20151215,2015-12-15,2015,12,15,4,2,2015-12,December
20160317,2016-03-17,2016,3,17,1,4,2016-03,March
20151202,2015-12-02,2015,12,2,4,3,2015-12,December
20161218,2016-12-18,2016,12,18,4,0,2016-12,December
20171006,2017-10-06,2017,10,6,4,5,2017-10,October
20170915,2017-09-15,2017,9,15,3,5,2017-09,September
20150628,2015-06-28,2015,6,28,2,0,2015-06,June
20150116,2015-01-16,2015,1,16,1,5,2015-01,January
20170807,2017-08-07,2017,8,7,3,1,2017-08,August
20170714,2017-07-14,2017,7,14,3,5,2017-07,July
20160306,2016-03-06,2016,3,6,1,0,2016-03,March
20161205,2016-12-05,2016,12,5,4,1,2016-12,December
20160618,2016-06-18,2016,6,18,2,6,2016-06,June
20160512,2016-05-12,2016,5,12,2,4,2016-05,May
20161109,2016-11-09,2016,11,9,4,3,2016-11,November
20150821,2015-08-21,2015,8,21,3,5,2015-08,August
20160307,2016-03-07,2016,3,7,1,1,2016-03,March
20180129,2018-01-29,2018,1,29,1,1,2018-01,January
20180101,2018-01-01,2018,1,1,1,1,2018-01,January
20160627,2016-06-27,2016,6,27,2,1,2016-06,June
20160607,2016-06-07,2016,6,7,2,2,2016-06,June
20160509,2016-05-09,2016,5,9,2,1,2016-05,May
20160612,2016-06-12,2016,6,12,2,0,2016-06,June
20160921,2016-09-21,2016,9,21,3,3,2016-09,September
20170320,2017-03-20,2017,3,20,1,1,2017-03,March
20151203,2015-12-03,2015,12,3,4,4,2015-12,December
20150519,2015-05-19,2015,5,19,2,2,2015-05,May
20161231,2016-12-31,2016,12,31,4,6,2016-12,December
20150723,2015-07-23,2015,7,23,3,4,2015-07,July
20150515,2015-05-15,2015,5,15,2,5,2015-05,May
20171221,2017-12-21,2017,12,21,4,4,2017-12,December
20160305,2016-03-05,2016,3,5,1,6,2016-03,March
20151123,2015-11-23,2015,11,23,4,1,2015-11,November
20171211,2017-12-11,2017,12,11,4,1,2017-12,December
20171129,2017-11-29,2017,11,29,4,3,2017-11,November
20150130,2015-01-30,2015,1,30,1,5,2015-01,January
20170315,2017-03-15,2017,3,15,1,3,2017-03,March
20150213,2015-02-13,2015,2,13,1,5,2015-02,February
20150126,2015-01-26,2015,1,26,1,1,2015-01,January
20150105,2015-01-05,2015,1,5,1,1,2015-01,January
20170426,2017-04-26,2017,4,26,2,3,2017-04,April
20150305,2015-03-05,2015,3,5,1,4,2015-03,March
20150203,2015-02-03,2015,2,3,1,2,2015-02,February
20161031,2016-10-31,2016,10,31,4,1,2016-10,October
20170204,2017-02-04,2017,2,4,1,6,2017-02,February
20150401,2015-04-01,2015,4,1,2,3,2015-04,April
20150602,2015-06-02,2015,6,2,2,2,2015-06,June
20160320,2016-03-20,2016,3,20,1,0,2016-03,March
20171023,2017-10-23,2017,10,23,4,1,2017-10,October
20170510,2017-05-10,2017,5,10,2,3,2017-05,May
20170606,2017-06-06,2017,6,6,2,2,2017-06,June
20150325,2015-03-25,2015,3,25,1,3,2015-03,March
20171206,2017-12-06,2017,12,6,4,3,2017-12,December
20180203,2018-02-03,2018,2,3,1,6,2018-02,February
20180202,2018-02-02,2018,2,2,1,5,2018-02,February
20180205,2018-02-05,2018,2,5,1,1,2018-02,February
20180113,2018-01-13,2018,1,13,1,6,2018-01,January
20170702,2017-07-02,2017,7,2,3,0,2017-07,July
20171029,2017-10-29,2017,10,29,4,0,2017-10,October
20151111,2015-11-11,2015,11,11,4,3,2015-11,November
20160829,2016-08-29,2016,8,29,3,1,2016-08,August
20150215,2015-02-15,2015,2,15,1,0,2015-02,February
20161029,2016-10-29,2016,10,29,4,6,2016-10,October
20150920,2015-09-20,2015,9,20,3,0,2015-09,September
20150816,2015-08-16,2015,8,16,3,0,2015-08,August
20161129,2016-11-29,2016,11,29,4,2,2016-11,November
20170711,2017-07-11,2017,7,11,3,2,2017-07,July
20151116,2015-11-16,2015,11,16,4,1,2015-11,November
20160101,2016-01-01,2016,1,1,1,5,2016-01,January
20170805,2017-08-05,2017,8,5,3,6,2017-08,August
20151229,2015-12-29,2015,12,29,4,2,2015-12,December
20150712,2015-07-12,2015,7,12,3,0,2015-07,July
20150813,2015-08-13,2015,8,13,3,4,2015-08,August
20160619,2016-06-19,2016,6,19,2,0,2016-06,June
20160624,2016-06-24,2016,6,24,2,5,2016-06,June
20180130,2018-01-30,2018,1,30,1,2,2018-01,January
20180102,2018-01-02,2018,1,2,1,2,2018-01,January
20160504,2016-05-04,2016,5,4,2,3,2016-05,May
20160521,2016-05-21,2016,5,21,2,6,2016-05,May
20161027,2016-10-27,2016,10,27,4,4,2016-10,October
20170118,2017-01-18,2017,1,18,1,3,2017-01,January
20160709,2016-07-09,2016,7,9,3,6,2016-07,July
20160511,2016-05-11,2016,5,11,2,3,2016-05,May
20160115,2016-01-15,2016,1,15,1,5,2016-01,January
20150423,2015-04-23,2015,4,23,2,4,2015-04,April
20151218,2015-12-18,2015,12,18,4,5,2015-12,December
20150507,2015-05-07,2015,5,7,2,4,2015-05,May
20171216,2017-12-16,2017,12,16,4,6,2017-12,December
20170110,2017-01-10,2017,1,10,1,2,2017-01,January
20150303,2015-03-03,2015,3,3,1,2,2015-03,March
20150217,2015-02-17,2015,2,17,1,2,2015-02,February
20171015,2017-10-15,2017,10,15,4,0,2017-10,October
20160514,2016-05-14,2016,5,14,2,6,2016-05,May
