customer_key,customer_id,customer_segment,customer_city,customer_country,customer_state,customer_zipcode,customer_latitude,customer_longitude
8456,8456,Consumer,Caguas,Puerto Rico,PR,725.0,18.24535179,-66.37059784
3972,3972,Consumer,Caguas,Puerto Rico,PR,725.0,18.27468491,-66.37056732
9316,9316,Consumer,Caguas,Puerto Rico,PR,725.0,18.21944618,-66.37057495
11213,11213,Consumer,Caguas,Puerto Rico,PR,725.0,18.23975563,-66.37059021
3474,3474,Consumer,Caguas,Puerto Rico,PR,725.0,18.2643261,-66.37060547
13256,13256,Consumer,Caguas,Puerto Rico,PR,725.0,18.23665237,-66.0370636
13363,13363,Consumer,Caguas,Puerto Rico,PR,725.0,18.21524239,-66.03705597
14645,14645,Consumer,Caguas,Puerto Rico,PR,725.0,18.25598526,-66.03705597
13163,13163,Consumer,Caguas,Puerto Rico,PR,725.0,18.28172112,-66.03705597
14553,14553,Consumer,Caguas,Puerto Rico,PR,725.0,18.23458481,-66.03705597
14287,14287,Consumer,Caguas,Puerto Rico,PR,725.0,18.25249672,-66.03704834
13179,13179,Consumer,Caguas,Puerto Rico,PR,725.0,18.25508499,-66.03705597
13035,13035,Consumer,Caguas,Puerto Rico,PR,725.0,18.28042221,-66.0370636
14322,14322,Consumer,Caguas,Puerto Rico,PR,725.0,18.23288918,-66.0370636
13196,13196,Consumer,Caguas,Puerto Rico,PR,725.0,18.22864342,-66.0370636
14604,14604,Consumer,Caguas,Puerto Rico,PR,725.0,18.29532433,-66.03705597
12961,12961,Consumer,Caguas,Puerto Rico,PR,725.0,18.24217796,-66.0370636
13461,13461,Consumer,Caguas,Puerto Rico,PR,725.0,18.22337914,-66.03705597
14510,14510,Consumer,Caguas,Puerto Rico,PR,725.0,18.23107529,-66.03705597
14508,14508,Consumer,Caguas,Puerto Rico,PR,725.0,18.22708893,-66.0370636
14472,14472,Consumer,Caguas,Puerto Rico,PR,725.0,18.23437882,-66.03705597
14562,14562,Consumer,Caguas,Puerto Rico,PR,725.0,18.29236603,-66.0370636
13206,13206,Consumer,Caguas,Puerto Rico,PR,725.0,18.21356773,-66.0370636
13080,13080,Consumer,Caguas,Puerto Rico,PR,725.0,18.2920475,-66.0370636
14633,14633,Consumer,Caguas,Puerto Rico,PR,725.0,18.24609184,-66.0370636
14097,14097,Consumer,Caguas,Puerto Rico,PR,725.0,18.20939446,-66.03705597
13024,13024,Consumer,Caguas,Puerto Rico,PR,725.0,18.29184341,-66.03704834
778,778,Consumer,Caguas,Puerto Rico,PR,725.0,18.2275734,-66.0437088
6365,6365,Consumer,Caguas,Puerto Rico,PR,725.0,18.24692345,-66.37057495
8422,8422,Consumer,Caguas,Puerto Rico,PR,725.0,18.23379898,-66.37056732
8524,8524,Consumer,Caguas,Puerto Rico,PR,725.0,18.24496079,-66.3705368
3784,3784,Consumer,Caguas,Puerto Rico,PR,725.0,18.23220825,-66.37062836
7132,7132,Consumer,Caguas,Puerto Rico,PR,725.0,18.28570366,-66.37050629
3709,3709,Consumer,Caguas,Puerto Rico,PR,725.0,18.2968502,-66.37062836
1509,1509,Consumer,Freeport,EE. UU.,NY,11520.0,40.65486527,-73.58707428
1636,1636,Consumer,Fort Washington,EE. UU.,MD,20744.0,38.74266434,-76.9917984
2784,2784,Consumer,Bakersfield,EE. UU.,CA,93304.0,35.36254501,-119.0186996
9174,9174,Consumer,Corona,EE. UU.,NY,11368.0,40.74210739,-73.86962128
122,122,Consumer,Cincinnati,EE. UU.,OH,45238.0,39.28849411,-84.3551178
3800,3800,Consumer,Germantown,EE. UU.,MD,20874.0,39.1836586,-77.26545715
10029,10029,Consumer,Carrollton,EE. UU.,TX,75006.0,32.96593094,-96.84902191
2805,2805,Consumer,Houston,EE. UU.,TX,77093.0,29.83435631,-95.33792877
12253,12253,Consumer,Carlisle,EE. UU.,PA,17013.0,40.2372818,-76.96795654
3528,3528,Consumer,Los Angeles,EE. UU.,CA,90023.0,34.20339966,-118.6059036
11018,11018,Consumer,Ewa Beach,EE. UU.,HI,96706.0,21.31185532,-158.0046844
3222,3222,Consumer,Lakewood,EE. UU.,NJ,8701.0,40.09635925,-74.21524048
6246,6246,Consumer,Rome,EE. UU.,NY,13440.0,43.21662521,-75.45603943
8741,8741,Consumer,Vista,EE. UU.,CA,92083.0,33.21121979,-117.2510605
8050,8050,Consumer,Fort Worth,EE. UU.,TX,76106.0,32.8013916,-97.3302536
474,474,Consumer,Philadelphia,EE. UU.,PA,19139.0,39.79661942,-75.47006989
12255,12255,Consumer,Ontario,EE. UU.,CA,91764.0,34.07656479,-117.61409
4717,4717,Consumer,Buffalo,EE. UU.,NY,14221.0,42.9666214,-78.74194336
4799,4799,Consumer,Honolulu,EE. UU.,HI,96822.0,21.30562019,-157.8386993
4533,4533,Consumer,Oceanside,EE. UU.,CA,92056.0,33.18587494,-117.3658524
12383,12383,Consumer,North Tonawanda,EE. UU.,NY,14120.0,43.02910233,-78.87342072
3518,3518,Consumer,Clovis,EE. UU.,CA,93611.0,36.82690048,-119.6776962
4674,4674,Consumer,Jamaica,EE. UU.,NY,11434.0,40.70170975,-73.80841827
3594,3594,Consumer,Pomona,EE. UU.,CA,91766.0,34.04991913,-117.7161026
9890,9890,Consumer,Tempe,EE. UU.,AZ,85281.0,33.41519928,-111.9199905
7521,7521,Consumer,York,EE. UU.,PA,17402.0,39.9602356,-76.67675781
2106,2106,Consumer,Aurora,EE. UU.,CO,80010.0,39.74543381,-104.8753815
8144,8144,Consumer,Simi Valley,EE. UU.,CA,93065.0,34.27391052,-118.7662125
5643,5643,Consumer,Silver Spring,EE. UU.,MD,20904.0,39.04636002,-76.98272705
2041,2041,Consumer,Saint Paul,EE. UU.,MN,55124.0,44.72552109,-93.20613098
7537,7537,Consumer,San Antonio,EE. UU.,TX,78201.0,29.45598984,-98.52809143
3056,3056,Consumer,Philadelphia,EE. UU.,PA,19143.0,39.95672989,-75.19525909
7967,7967,Consumer,Philadelphia,EE. UU.,PA,19149.0,40.03775024,-75.06806183
1758,1758,Consumer,Bronx,EE. UU.,NY,10466.0,40.86353684,-73.87049866
10081,10081,Corporate,San Diego,EE. UU.,CA,92115.0,32.77627945,-117.1342163
1169,1169,Corporate,Oxnard,EE. UU.,CA,93030.0,34.19039154,-119.177803
1182,1182,Corporate,Miami,EE. UU.,FL,33147.0,25.82507515,-80.19588471
717,717,Corporate,Albuquerque,EE. UU.,NM,87111.0,35.13143921,-106.5452042
20423,20423,Corporate,Amarillo,EE. UU.,TX,79109.0,35.18754196,-101.8676224
702,702,Corporate,Bend,EE. UU.,OR,97701.0,44.07210541,-12.13232708
6951,6951,Corporate,East Brunswick,EE. UU.,NJ,8816.0,40.41255188,-74.41832733
6780,6780,Corporate,Lancaster,EE. UU.,SC,29720.0,34.85777283,-80.84423828
6422,6422,Corporate,Ontario,EE. UU.,CA,91762.0,34.06832504,-117.6557541
18349,18349,Corporate,New York,EE. UU.,NY,10016.0,40.74559021,-73.97927856
11286,11286,Corporate,Porterville,EE. UU.,CA,93257.0,35.93829727,-118.9438477
489,489,Corporate,Portland,EE. UU.,OR,97223.0,45.59825897,-12.27242851
4510,4510,Corporate,Strongsville,EE. UU.,OH,44136.0,41.3469696,-81.82631683
9626,9626,Corporate,El Paso,EE. UU.,TX,79927.0,31.65174103,-106.2676239
9494,9494,Corporate,Del Rio,EE. UU.,TX,78840.0,29.77310181,-100.6121979
1718,1718,Corporate,Buffalo,EE. UU.,NY,14221.0,42.9666214,-78.74194336
5270,5270,Corporate,Chicago,EE. UU.,IL,60620.0,41.74866486,-87.66320038
10966,10966,Corporate,Plymouth,EE. UU.,MA,2360.0,41.95851135,-70.66861725
1868,1868,Corporate,Far Rockaway,EE. UU.,NY,11691.0,40.59949493,-73.76248169
17446,17446,Corporate,Houston,EE. UU.,TX,77088.0,29.66958237,-95.24147034
10071,10071,Corporate,Philadelphia,EE. UU.,PA,19124.0,40.01562119,-75.08410645
1271,1271,Corporate,Simi Valley,EE. UU.,CA,93065.0,34.27391052,-118.7662125
11930,11930,Corporate,Detroit,EE. UU.,MI,48227.0,42.39807892,-83.20157623
20529,20529,Corporate,Garden Grove,EE. UU.,CA,92840.0,33.77366638,-118.0033035
17392,17392,Corporate,Placentia,EE. UU.,CA,92870.0,33.99459839,-117.9534302
18276,18276,Corporate,San Jose,EE. UU.,CA,95148.0,37.32554245,-121.7993469
7795,7795,Corporate,Honolulu,EE. UU.,HI,96822.0,21.30562019,-157.8386993
150,150,Corporate,Union,EE. UU.,NJ,7083.0,33.68896103,-117.9957428
11924,11924,Corporate,Westminster,EE. UU.,CA,92683.0,33.75820923,-118.0019073
16086,16086,Corporate,Pompano Beach,EE. UU.,FL,33068.0,26.21472931,-80.23004913
5687,5687,Consumer,Fort Lauderdale,EE. UU.,FL,33324.0,26.0984993,-80.27095032
8534,8534,Consumer,San Antonio,EE. UU.,TX,78201.0,29.46007919,-98.52754211
10927,10927,Consumer,Perth Amboy,EE. UU.,NJ,8861.0,40.50980377,-74.26966858
2052,2052,Consumer,Loveland,EE. UU.,OH,45140.0,39.27056122,-84.27059174
4399,4399,Consumer,Virginia Beach,EE. UU.,VA,23455.0,36.91083145,-76.12958527
185,185,Consumer,Louisville,EE. UU.,KY,40214.0,38.15983963,-85.59026337
3441,3441,Consumer,Lockport,EE. UU.,NY,14094.0,43.16891098,-78.69216156
11947,11947,Consumer,Chicago,EE. UU.,IL,60608.0,41.89491653,-87.76180267
10118,10118,Consumer,Cleveland,EE. UU.,OH,44120.0,41.47653961,-81.72341919
8544,8544,Consumer,Bronx,EE. UU.,NY,10458.0,40.87030411,-73.87062073
4296,4296,Consumer,Webster,EE. UU.,NY,14580.0,42.42012024,-79.31320953
2882,2882,Consumer,Amarillo,EE. UU.,TX,79109.0,35.18754196,-101.8676224
3283,3283,Consumer,Martinsburg,EE. UU.,WV,25401.0,39.45571137,-77.96917725
397,397,Consumer,Cumberland,EE. UU.,MD,21502.0,39.6300354,-78.74319458
10699,10699,Consumer,Jacksonville,EE. UU.,FL,32225.0,30.35342217,-81.51309204
2091,2091,Consumer,Woonsocket,EE. UU.,RI,2895.0,42.00220108,-71.51410675
10474,10474,Consumer,Stockton,EE. UU.,CA,95206.0,38.1355629,-121.2693405
7504,7504,Consumer,Lithonia,EE. UU.,GA,30058.0,33.71007919,-84.11247253
1738,1738,Consumer,Detroit,EE. UU.,MI,48213.0,42.39391327,-83.00836945
5505,5505,Consumer,North Tonawanda,EE. UU.,NY,14120.0,43.02910233,-78.87342072
11229,11229,Consumer,Kenner,EE. UU.,LA,70065.0,30.0380249,-90.25691986
9385,9385,Consumer,Washington,EE. UU.,PA,15301.0,40.33852005,-80.1289444
900,900,Consumer,Holland,EE. UU.,MI,49423.0,29.50280953,-98.5945282
9466,9466,Consumer,Memphis,EE. UU.,TN,38128.0,35.21362686,-89.82608032
4596,4596,Consumer,Federal Way,EE. UU.,WA,98023.0,47.30304337,-122.3528137
2823,2823,Consumer,Chicago,EE. UU.,IL,60626.0,42.0063591,-87.66739655
10408,10408,Consumer,Los Angeles,EE. UU.,CA,90027.0,34.12594605,-118.2910156
11011,11011,Consumer,Bronx,EE. UU.,NY,10457.0,40.87142944,-73.87063599
40,40,Consumer,Long Beach,EE. UU.,CA,90805.0,33.56687927,-117.7633209
11636,11636,Consumer,Chicago,EE. UU.,IL,60637.0,41.88238525,-88.20149994
12094,12094,Corporate,Brooklyn,EE. UU.,NY,11218.0,40.64059448,-73.97518921
2200,2200,Corporate,Fort Worth,EE. UU.,TX,76116.0,32.73230743,-97.47290802
3687,3687,Corporate,Philadelphia,EE. UU.,PA,19145.0,39.92448425,-75.1757431
9162,9162,Corporate,Lodi,EE. UU.,CA,95240.0,38.11602402,-121.3637238
8993,8993,Corporate,Bakersfield,EE. UU.,CA,93308.0,35.40139771,-119.0448837
4539,4539,Corporate,Houston,EE. UU.,TX,77083.0,29.69653702,-95.6459198
9634,9634,Corporate,Bridgeton,EE. UU.,NJ,8302.0,39.42603684,-75.23985291
3484,3484,Corporate,Bay Shore,EE. UU.,NY,11706.0,40.74032211,-73.30113983
1975,1975,Corporate,Smyrna,EE. UU.,GA,30080.0,33.08282852,-82.9998703
629,629,Corporate,Van Nuys,EE. UU.,CA,91406.0,34.1971817,-118.4865265
11753,11753,Corporate,Opa Locka,EE. UU.,FL,33055.0,25.94878006,-80.28707886
5375,5375,Corporate,Los Angeles,EE. UU.,CA,90046.0,34.09960938,-118.3507385
9884,9884,Corporate,Edison,EE. UU.,NJ,8817.0,40.52578354,-74.39421845
8498,8498,Corporate,Baytown,EE. UU.,TX,77520.0,29.73701477,-94.96875763
5981,5981,Corporate,Burnsville,EE. UU.,MN,55337.0,44.77007294,-93.28409576
19445,19445,Corporate,Caguas,Puerto Rico,PR,725.0,18.29136658,-66.03705597
19444,19444,Corporate,Sunnyvale,EE. UU.,CA,94087.0,37.34466934,-122.0356674
19443,19443,Corporate,Sugar Land,EE. UU.,TX,77478.0,29.60960579,-95.61593628
19439,19439,Corporate,Garden Grove,EE. UU.,CA,92840.0,33.77395248,-117.9618988
19438,19438,Home Office,Caguas,Puerto Rico,PR,725.0,18.21509743,-66.0370636
19437,19437,Corporate,Bismarck,EE. UU.,ND,58501.0,46.81184387,-100.7877197
19436,19436,Home Office,Caguas,Puerto Rico,PR,725.0,18.20598602,-66.03705597
19435,19435,Consumer,Gaithersburg,EE. UU.,MD,20878.0,39.14162064,-77.2270813
19434,19434,Corporate,Caguas,Puerto Rico,PR,725.0,18.20355415,-66.03705597
19433,19433,Corporate,Bismarck,EE. UU.,ND,58501.0,46.81184387,-100.7877197
19432,19432,Corporate,Honolulu,EE. UU.,HI,96817.0,21.32156754,-157.8721771
19431,19431,Corporate,Lilburn,EE. UU.,GA,30047.0,33.90219879,-84.15373993
19430,19430,Corporate,Caguas,Puerto Rico,PR,725.0,18.21857071,-66.03705597
19429,19429,Consumer,Virginia Beach,EE. UU.,VA,23455.0,36.91083145,-76.12958527
19428,19428,Consumer,Azusa,EE. UU.,CA,91702.0,34.13932037,-117.9074402
19427,19427,Corporate,Long Beach,EE. UU.,CA,90813.0,33.78245163,-118.1922455
19426,19426,Consumer,Bronx,EE. UU.,NY,10458.0,40.86618042,-73.87023926
19425,19425,Consumer,Caguas,Puerto Rico,PR,725.0,18.27690888,-66.03705597
19424,19424,Consumer,Provo,EE. UU.,UT,84604.0,40.3957901,-111.5488815
19423,19423,Consumer,Columbia,EE. UU.,TN,38401.0,35.56920242,-87.08045197
19422,19422,Consumer,Caguas,Puerto Rico,PR,725.0,18.25554657,-66.03705597
19421,19421,Consumer,Stockton,EE. UU.,CA,95207.0,37.92684937,-121.3893127
19420,19420,Home Office,Marietta,EE. UU.,GA,30062.0,34.02061462,-84.42745972
19419,19419,Home Office,Caguas,Puerto Rico,PR,725.0,18.23998261,-66.03705597
19418,19418,Consumer,Holland,EE. UU.,MI,49423.0,42.83187103,-86.07852173
19417,19417,Home Office,Rio Grande,Puerto Rico,PR,745.0,42.25645828,-83.41688538
19416,19416,Home Office,Brooklyn,EE. UU.,NY,11212.0,40.66080093,-73.92007446
19415,19415,Consumer,Caguas,Puerto Rico,PR,725.0,18.2498951,-66.0370636
19414,19414,Corporate,Denver,EE. UU.,CO,80219.0,39.68975067,-105.0245895
19413,19413,Corporate,Taylor,EE. UU.,MI,48180.0,42.52365494,-85.69445801
19412,19412,Corporate,Caguas,Puerto Rico,PR,725.0,18.29883003,-66.0370636
19411,19411,Corporate,Chicago,EE. UU.,IL,60637.0,41.7828064,-87.61464691
19410,19410,Corporate,Caguas,Puerto Rico,PR,725.0,18.29244614,-66.0370636
19408,19408,Consumer,Caguas,Puerto Rico,PR,725.0,18.20002747,-66.03704834
19407,19407,Consumer,Murfreesboro,EE. UU.,TN,37130.0,36.04489517,-86.35327148
19403,19403,Corporate,Lockport,EE. UU.,NY,14094.0,43.16891098,-78.69216156
19402,19402,Corporate,Caguas,Puerto Rico,PR,725.0,18.20433235,-66.03705597
19401,19401,Corporate,Saint Charles,EE. UU.,MO,63301.0,38.77838135,-90.50777435
19400,19400,Corporate,Los Angeles,EE. UU.,CA,90046.0,34.09960938,-118.3507385
19399,19399,Home Office,Cupertino,EE. UU.,CA,95014.0,37.32138825,-122.0307388
19398,19398,Home Office,Caguas,Puerto Rico,PR,725.0,18.23747444,-66.0370636
19397,19397,Home Office,Springfield,EE. UU.,MO,65807.0,37.15639114,-93.28601074
19396,19396,Home Office,Caguas,Puerto Rico,PR,725.0,18.28423882,-66.03704834
19395,19395,Home Office,Mission Viejo,EE. UU.,CA,92692.0,33.64875412,-117.6374283
19394,19394,Home Office,Los Angeles,EE. UU.,CA,90042.0,34.11436462,-118.192482
19393,19393,Home Office,Caguas,Puerto Rico,PR,725.0,18.23448372,-66.0370636
19392,19392,Home Office,Roswell,EE. UU.,GA,30075.0,34.0256691,-84.35742188
19391,19391,Corporate,Caguas,Puerto Rico,PR,725.0,18.2726593,-66.03705597
19390,19390,Home Office,Ypsilanti,EE. UU.,MI,48197.0,42.24398804,-83.61991119
19389,19389,Corporate,Brooklyn,EE. UU.,NY,11218.0,40.64059448,-73.97518921
19388,19388,Corporate,Caguas,Puerto Rico,PR,725.0,18.28867149,-66.0370636
19387,19387,Corporate,Peoria,EE. UU.,AZ,85345.0,33.57873154,-112.266098
19386,19386,Corporate,Caguas,Puerto Rico,PR,725.0,18.20901108,-66.03705597
19385,19385,Corporate,Garden Grove,EE. UU.,CA,92843.0,33.76652145,-117.9461899
19384,19384,Home Office,Caguas,Puerto Rico,PR,725.0,18.29984283,-66.03705597
19383,19383,Corporate,Clementon,EE. UU.,NJ,8021.0,39.81664658,-74.98467255
19382,19382,Corporate,Memphis,EE. UU.,TN,38127.0,35.28209686,-89.97310638
19381,19381,Consumer,Antioch,EE. UU.,TN,37013.0,36.0810051,-86.6870575
19380,19380,Consumer,Caguas,Puerto Rico,PR,725.0,18.27984047,-66.03704834
19379,19379,Home Office,Salt Lake City,EE. UU.,UT,84118.0,40.65987396,-112.0028687
19378,19378,Consumer,Caguas,Puerto Rico,PR,725.0,18.25708389,-66.03704834
19375,19375,Consumer,Granada Hills,EE. UU.,CA,91344.0,34.07363892,-117.7083511
19374,19374,Consumer,Caguas,Puerto Rico,PR,725.0,18.25214958,-66.03705597
19373,19373,Home Office,Tallahassee,EE. UU.,FL,32308.0,30.49506187,-84.24580383
19372,19372,Home Office,Caguas,Puerto Rico,PR,725.0,18.2536087,-66.0370636
19371,19371,Home Office,Hempstead,EE. UU.,NY,11550.0,40.68703461,-73.62446594
19370,19370,Corporate,Caguas,Puerto Rico,PR,725.0,18.26331902,-66.03705597
19369,19369,Corporate,Astoria,EE. UU.,NY,11103.0,40.76861954,-73.90949249
19368,19368,Consumer,Gilroy,EE. UU.,CA,95020.0,37.01370621,-121.5893478
19367,19367,Consumer,Caguas,Puerto Rico,PR,725.0,18.21694946,-66.03705597
19366,19366,Consumer,Azusa,EE. UU.,CA,91702.0,34.13360977,-117.9058914
19365,19365,Consumer,Caguas,Puerto Rico,PR,725.0,18.28720284,-66.03705597
19364,19364,Consumer,Lenoir,EE. UU.,NC,28645.0,36.11019898,-81.52600861
19363,19363,Consumer,Columbus,EE. UU.,OH,43228.0,40.88164902,-81.25228119
19362,19362,Consumer,Albany,EE. UU.,OR,97321.0,44.63076019,-123.1084366
19361,19361,Consumer,Humacao,Puerto Rico,PR,791.0,18.1501503,-65.82595062
19360,19360,Corporate,Caguas,Puerto Rico,PR,725.0,18.24564171,-66.03705597
19359,19359,Corporate,Lindenhurst,EE. UU.,NY,11757.0,40.68665695,-73.37553406
19358,19358,Corporate,Elyria,EE. UU.,OH,44035.0,41.42148209,-82.09407044
19357,19357,Corporate,Caguas,Puerto Rico,PR,725.0,18.20097351,-66.03704834
19356,19356,Consumer,Riverside,EE. UU.,CA,92504.0,33.93642426,-117.4205856
19355,19355,Corporate,Caguas,Puerto Rico,PR,725.0,18.29039574,-66.03705597
19352,19352,Home Office,Caguas,Puerto Rico,PR,725.0,18.26308632,-66.03705597
19351,19351,Home Office,Honolulu,EE. UU.,HI,96818.0,21.343153,-157.906601
19350,19350,Consumer,Caguas,Puerto Rico,PR,725.0,18.26687813,-66.03705597
12069,12069,Home Office,Caguas,Puerto Rico,PR,725.0,18.22298622,-66.37062836
9702,9702,Home Office,Caguas,Puerto Rico,PR,725.0,18.27383804,-66.37063599
9467,9467,Home Office,Caguas,Puerto Rico,PR,725.0,18.24503517,-66.3706131
2546,2546,Home Office,Caguas,Puerto Rico,PR,725.0,18.20116615,-66.37051392
2240,2240,Home Office,Caguas,Puerto Rico,PR,725.0,18.28177071,-66.3705368
11650,11650,Home Office,Caguas,Puerto Rico,PR,725.0,18.22202492,-66.37055969
